Date,DayOfTheWeek,FlightNo,Airline,Airline IATA Code,Airline ICAO Code,DestinationCity,DestinationAirportIATACode,DestinationAirportICAOCode,FlightType,Scheduled Departure Local Time,Scheduled Departure UTC,Actual Departure,Delay Duration Local(minutes),Delay Status,
2022-05-29,Sunday,515,Air Arabia,G9,ABY,Sharjah,SHJ,OMSJ,International,29 May 9:55,29 May 3:55,29 May 9:55,0,0,
2022-05-29,Sunday,532,Jazeera Airways,J9,JZR,Kuwait City,KWI,OKBK,International,29 May 10:00,29 May 4:00,29 May 11:02,62,1,
2022-05-29,Sunday,201,US-Bangla Airlines,BS,UBG,Kolkata,CCU,VECC,International,29 May 10:00,29 May 4:00,29 May 10:40,40,1,
2022-05-29,Sunday,583,Emirates,EK,UAE,Dubai,DXB,OMDB,International,29 May 10:15,29 May 4:15,29 May 10:46,31,1,
2022-05-29,Sunday,391,Biman Bangladesh Airlines,BG,BBC,Kolkata,CCU,VECC,International,29 May 10:15,29 May 4:15,29 May 10:58,43,1,
2022-05-29,Sunday,641,Qatar Airways,QR,QTR,Doha,DOH,OTHH,International,29 May 10:25,29 May 4:25,29 May 11:27,62,1,
2022-05-29,Sunday,205,US-Bangla Airlines,BS,UBG,Chennai,MAA,VOMM,International,29 May 10:55,29 May 4:55,29 May 11:23,28,1,
2022-05-29,Sunday,471,Biman Bangladesh Airlines,BG,BBC,Barisal,BZL,VGBR,Domestic,29 May 11:00,29 May 5:00,29 May 11:30,30,1,
2022-05-29,Sunday,207,Biman Bangladesh Airlines,BG,BBC,Sylhet,ZYL,VGSY,Domestic,29 May 11:00,29 May 5:00,29 May 11:41,41,1,
2022-05-29,Sunday,601,Biman Bangladesh Airlines,BG,BBC,Sylhet,ZYL,VGSY,Domestic,29 May 11:30,29 May 5:30,29 May 11:54,24,1,
2022-05-29,Sunday,397,Biman Bangladesh Airlines,BG,BBC,Delhi,DEL,VIDP,International,29 May 11:45,29 May 5:45,29 May 12:26,41,1,
2022-05-29,Sunday,337,US-Bangla Airlines,BS,UBG,Male,MLE,VRMM,International,29 May 11:50,29 May 5:50,29 May 12:16,26,1,
2022-05-29,Sunday,535,Biman Bangladesh Airlines,BG,BBC,Cox's Bazar,CXB,VGCB,Domestic,29 May 12:00,29 May 6:00,29 May 14:23,143,1,
2022-05-29,Sunday,103,Malaysia Airlines,MH,MAS,Kuala Lumpur,KUL,WMKK,International,29 May 12:15,29 May 6:15,29 May 12:11,0,0,
2022-05-29,Sunday,809,Saudi Arabian Airlines,SV,SVA,Jeddah,JED,OEJN,International,29 May 12:35,29 May 6:35,29 May 12:42,7,0,
2022-05-29,Sunday,190,SriLankan Airlines,UL,ALK,Colombo,CMB,VCBI,International,29 May 12:55,29 May 6:55,29 May 13:00,5,0,
2022-05-29,Sunday,388,Biman Bangladesh Airlines,BG,BBC,Bangkok,BKK,VTBS,International,29 May 13:30,29 May 7:30,29 May 14:10,40,1,
2022-05-29,Sunday,396,SalamAir,OV,OMS,Muscat,MCT,OOMS,International,29 May 13:30,29 May 7:30,29 May 14:07,37,1,
2022-05-29,Sunday,77,SpiceJet,SG,SEJ,Kolkata,CCU,VECC,International,29 May 13:35,29 May 7:35,29 May 13:35,0,0,
2022-05-29,Sunday,322,Thai Airways International,TG,THA,Bangkok,BKK,VTBS,International,29 May 13:35,29 May 7:35,29 May 13:36,1,0,
2022-05-29,Sunday,481,Biman Bangladesh Airlines,BG,BBC,Rajshahi,RJH,VGRJ,Domestic,29 May 14:00,29 May 8:00,29 May 14:20,20,0,
2022-05-29,Sunday,64,SpiceJet,SG,SEJ,Mumbai,BOM,VABB,International,29 May 14:20,29 May 8:20,29 May 17:40,200,1,
2022-05-29,Sunday,449,Singapore Airlines,SQ,SIA,Singapore,SIN,WSSS,International,29 May 14:20,29 May 8:20,29 May 14:31,11,0,
2022-05-29,Sunday,503,Maldivian,Q2,DQA,Male,MLE,VRMM,International,29 May 14:40,29 May 8:40,29 May 14:50,10,0,
2022-05-29,Sunday,435,Biman Bangladesh Airlines,BG,BBC,Cox's Bazar,CXB,VGCB,Domestic,29 May 15:00,29 May 9:00,29 May 15:17,17,0,
2022-05-29,Sunday,615,Biman Bangladesh Airlines,BG,BBC,Chittagong,CGP,VGEG,Domestic,29 May 15:15,29 May 9:15,29 May 15:26,11,0,
2022-05-29,Sunday,135,Biman Bangladesh Airlines,BG,BBC,Chittagong,CGP,VGEG,Domestic,29 May 16:00,29 May 10:00,29 May 16:35,35,1,
2022-05-29,Sunday,1859,IndiGo,6E,IGO,Kolkata,CCU,VECC,International,29 May 16:35,29 May 10:35,29 May 16:36,1,0,
2022-05-29,Sunday,1865,IndiGo,6E,IGO,Delhi,DEL,VIDP,International,29 May 16:45,29 May 10:45,29 May 16:43,0,0,
2022-05-29,Sunday,519,Air Arabia,G9,ABY,Sharjah,SHJ,OMSJ,International,29 May 17:20,29 May 11:20,29 May 17:43,23,1,
2022-05-29,Sunday,467,Biman Bangladesh Airlines,BG,BBC,Jessore,JSR,VGJR,Domestic,29 May 17:45,29 May 11:45,29 May 18:01,16,0,
2022-05-29,Sunday,245,Etihad Airways,EY,ETD,Abu Dhabi,AUH,OMAA,International,29 May 18:05,29 May 12:05,29 May 17:56,0,0,
2022-05-29,Sunday,3L64,Air Arabia,G9,ABY,Abu Dhabi,AUH,OMAA,International,29 May 18:40,29 May 12:40,29 May 18:40,0,0,
2022-05-29,Sunday,251,Gulf Air,GF,GFA,Bahrain,BAH,OBBI,International,29 May 19:05,29 May 13:05,29 May 18:52,0,0,
2022-05-29,Sunday,386,Biman Bangladesh Airlines,BG,BBC,Kuala Lumpur,KUL,WMKK,International,29 May 19:15,29 May 13:15,29 May 19:49,34,1,
2022-05-29,Sunday,333,US-Bangla Airlines,BS,UBG,Doha,DOH,OTHH,International,29 May 19:30,29 May 13:30,29 May 19:38,8,0,
2022-05-29,Sunday,587,Emirates,EK,UAE,Dubai,DXB,OMDB,International,29 May 19:30,29 May 13:30,29 May 19:44,14,0,
2022-05-29,Sunday,617,Biman Bangladesh Airlines,BG,BBC,Chittagong,CGP,VGEG,Domestic,29 May 19:30,29 May 13:30,29 May 19:48,18,0,
2022-05-29,Sunday,321,US-Bangla Airlines,BS,UBG,Chittagong,CGP,VGEG,Domestic,29 May 20:10,29 May 14:10,29 May 20:26,16,0,
2022-05-29,Sunday,635,Qatar Airways,QR,QTR,Doha,DOH,OTHH,International,29 May 20:15,29 May 14:15,29 May 20:30,15,0,
2022-05-29,Sunday,348,Biman Bangladesh Airlines,BG,BBC,Dubai,DXB,OMDB,International,29 May 20:20,29 May 14:20,29 May 20:59,39,1,
2022-05-29,Sunday,605,Biman Bangladesh Airlines,BG,BBC,Sylhet,ZYL,VGSY,Domestic,29 May 20:45,29 May 14:45,29 May 21:09,24,1,
2022-05-29,Sunday,345,US-Bangla Airlines,BS,UBG,Sharjah,SHJ,OMSJ,International,29 May 21:00,29 May 15:00,29 May 21:25,25,1,
2022-05-29,Sunday,6560,Turkish Airlines,TK,THY,Istanbul,ISL,LTBA,International,29 May 21:00,29 May 15:00,29 May 21:00,0,0,
2022-05-29,Sunday,511,Air Arabia,G9,ABY,Sharjah,SHJ,OMSJ,International,29 May 21:20,29 May 15:20,29 May 21:44,24,1,
2022-05-29,Sunday,805,Saudi Arabian Airlines,SV,SVA,Riyadh,RUH,OERK,International,29 May 21:25,29 May 15:25,29 May 21:15,0,0,
2022-05-29,Sunday,321,Biman Bangladesh Airlines,BG,BBC,Muscat,MCT,OOMS,International,29 May 21:45,29 May 15:45,29 May 22:32,47,1,
2022-05-29,Sunday,5588,flydubai,FZ,FDB,Dubai,DWC,OMDW,International,29 May 21:50,29 May 15:50,29 May 22:20,30,1,
2022-05-29,Sunday,327,Biman Bangladesh Airlines,BG,BBC,Abu Dhabi,AUH,OMAA,International,29 May 22:00,29 May 16:00,29 May 22:21,21,1,
2022-05-29,Sunday,713,Turkish Airlines,TK,THY,Istanbul,IST,LTFM,International,29 May 22:00,29 May 16:00,29 May 22:14,14,0,
2022-05-29,Sunday,325,Biman Bangladesh Airlines,BG,BBC,Doha,DOH,OTHH,International,29 May 22:05,29 May 16:05,29 May 22:49,44,1,
2022-05-29,Sunday,351,Biman Bangladesh Airlines,BG,BBC,Sharjah,SHJ,OMSJ,International,29 May 22:30,29 May 16:30,29 May 23:30,60,1,
2022-05-29,Sunday,447,Singapore Airlines,SQ,SIA,Singapore,SIN,WSSS,International,29 May 22:40,29 May 16:40,29 May 22:41,1,0,
2022-05-29,Sunday,70,AirAsia,AK,AXM,Kuala Lumpur,KUL,WMKK,International,29 May 22:55,29 May 16:55,29 May 23:28,33,1,
2022-05-29,Sunday,723,Turkish Airlines,TK,THY,Istanbul,IST,LTFM,International,29 May 23:00,29 May 17:00,29 May 23:45,45,1,
2022-05-29,Sunday,639,Qatar Airways,QR,QTR,Doha,DOH,OTHH,International,29 May 23:05,29 May 17:05,29 May 23:59,54,1,
2022-05-29,Sunday,803,Saudi Arabian Airlines,SV,SVA,Jeddah,JED,OEJN,International,29 May 23:10,29 May 17:10,29 May 23:15,5,0,
2022-05-30,Monday,197,Malaysia Airlines,MH,MAS,Kuala Lumpur,KUL,WMKK,International,30 May 0:50,29 May 18:50,30 May 1:12,22,1,
2022-05-30,Monday,161,Malindo Air,OD,MXD,Kuala Lumpur,KUL,WMKK,International,30 May 1:10,29 May 19:10,30 May 0:52,0,0,
2022-05-30,Monday,339,Biman Bangladesh Airlines,BG,BBC,Riyadh,RUH,OERK,International,30 May 1:40,29 May 19:40,30 May 1:48,8,0,
2022-05-30,Monday,611,Biman Bangladesh Airlines,BG,BBC,Chittagong,CGP,VGEG,Domestic,30 May 8:00,30 May 2:00,30 May 8:08,8,0,
2022-05-30,Monday,461,Biman Bangladesh Airlines,BG,BBC,Jessore,JSR,VGJR,Domestic,30 May 8:15,30 May 2:15,30 May 8:31,16,0,
2022-05-30,Monday,584,Biman Bangladesh Airlines,BG,BBC,Singapore,SIN,WSSS,International,30 May 8:30,30 May 2:30,30 May 8:39,9,0,
2022-05-30,Monday,307,US-Bangla Airlines,BS,UBG,Singapore,SIN,WSSS,International,30 May 8:45,30 May 2:45,30 May 9:04,19,0,
2022-05-30,Monday,517,Air Arabia,G9,ABY,Sharjah,SHJ,OMSJ,International,30 May 9:25,30 May 3:25,30 May 10:09,44,1,
2022-05-30,Monday,371,Biman Bangladesh Airlines,BG,BBC,Kathmandu,KTM,VNKT,International,30 May 9:45,30 May 3:45,30 May 10:03,18,0,
2022-05-30,Monday,515,Air Arabia,G9,ABY,Sharjah,SHJ,OMSJ,International,30 May 9:55,30 May 3:55,30 May 11:02,67,1,
2022-05-30,Monday,532,Jazeera Airways,J9,JZR,Kuwait City,KWI,OKBK,International,30 May 10:00,30 May 4:00,30 May 10:57,57,1,
2022-05-30,Monday,201,US-Bangla Airlines,BS,UBG,Kolkata,CCU,VECC,International,30 May 10:00,30 May 4:00,30 May 10:18,18,0,
2022-05-30,Monday,343,US-Bangla Airlines,BS,UBG,Dubai,DXB,OMDB,International,30 May 10:10,30 May 4:10,30 May 10:07,0,0,
2022-05-30,Monday,391,Biman Bangladesh Airlines,BG,BBC,Kolkata,CCU,VECC,International,30 May 10:15,30 May 4:15,30 May 11:22,67,1,
2022-05-30,Monday,583,Emirates,EK,UAE,Dubai,DXB,OMDB,International,30 May 10:15,30 May 4:15,30 May 10:19,4,0,
2022-05-30,Monday,286,Kuwait Airways,KU,KAC,Kuwait City,KWI,OKBK,International,30 May 10:15,30 May 4:15,30 May 10:27,12,0,
2022-05-30,Monday,641,Qatar Airways,QR,QTR,Doha,DOH,OTHH,International,30 May 10:25,30 May 4:25,30 May 10:58,33,1,
2022-05-30,Monday,205,US-Bangla Airlines,BS,UBG,Chennai,MAA,VOMM,International,30 May 10:55,30 May 4:55,30 May 11:16,21,1,
2022-05-30,Monday,471,Biman Bangladesh Airlines,BG,BBC,Barisal,BZL,VGBR,Domestic,30 May 11:00,30 May 5:00,30 May 11:24,24,1,
2022-05-30,Monday,601,Biman Bangladesh Airlines,BG,BBC,Sylhet,ZYL,VGSY,Domestic,30 May 11:30,30 May 5:30,30 May 12:02,32,1,
2022-05-30,Monday,397,Biman Bangladesh Airlines,BG,BBC,Delhi,DEL,VIDP,International,30 May 11:45,30 May 5:45,30 May 12:07,22,1,
2022-05-30,Monday,433,Biman Bangladesh Airlines,BG,BBC,Cox's Bazar,CXB,VGCB,Domestic,30 May 12:00,30 May 6:00,30 May 12:00,0,0,
2022-05-30,Monday,103,Malaysia Airlines,MH,MAS,Kuala Lumpur,KUL,WMKK,International,30 May 12:15,30 May 6:15,30 May 12:41,26,1,
2022-05-30,Monday,809,Saudi Arabian Airlines,SV,SVA,Jeddah,JED,OEJN,International,30 May 12:35,30 May 6:35,30 May 12:44,9,0,
2022-05-30,Monday,190,SriLankan Airlines,UL,ALK,Colombo,CMB,VCBI,International,30 May 12:55,30 May 6:55,30 May 12:56,1,0,
2022-05-30,Monday,396,SalamAir,OV,OMS,Muscat,MCT,OOMS,International,30 May 13:30,30 May 7:30,30 May 14:16,46,1,
2022-05-30,Monday,388,Biman Bangladesh Airlines,BG,BBC,Bangkok,BKK,VTBS,International,30 May 13:30,30 May 7:30,30 May 14:32,62,1,
2022-05-30,Monday,322,Thai Airways International,TG,THA,Bangkok,BKK,VTBS,International,30 May 13:35,30 May 7:35,30 May 14:03,28,1,
2022-05-30,Monday,77,SpiceJet,SG,SEJ,Kolkata,CCU,VECC,International,30 May 13:35,30 May 7:35,30 May 14:22,47,1,
2022-05-30,Monday,693,Biman Bangladesh Airlines,BG,BBC,Saidpur,SPD,VGSD,Domestic,30 May 14:00,30 May 8:00,30 May 14:38,38,1,
2022-05-30,Monday,64,SpiceJet,SG,SEJ,Mumbai,BOM,VABB,International,30 May 14:20,30 May 8:20,30 May 19:46,326,1,
2022-05-30,Monday,1229,Air India,AI,AIC,Kolkata,CCU,VECC,International,30 May 14:45,30 May 8:45,30 May 14:44,0,0,
2022-05-30,Monday,435,Biman Bangladesh Airlines,BG,BBC,Cox's Bazar,CXB,VGCB,Domestic,30 May 15:00,30 May 9:00,30 May 15:34,34,1,
2022-05-30,Monday,615,Biman Bangladesh Airlines,BG,BBC,Chittagong,CGP,VGEG,Domestic,30 May 15:15,30 May 9:15,30 May 15:42,27,1,
2022-05-30,Monday,603,Biman Bangladesh Airlines,BG,BBC,Sylhet,ZYL,VGSY,Domestic,30 May 15:30,30 May 9:30,30 May 16:00,30,1,
2022-05-30,Monday,6652,Hong Kong Air Cargo,RH,HKC,Hong Kong,HKG,VHHH,International,30 May 16:00,30 May 10:00,30 May 18:35,155,1,
2022-05-30,Monday,679,Himalaya Airlines,H9,HIM,Kathmandu,KTM,VNKT,International,30 May 16:30,30 May 10:30,30 May 17:06,36,1,
2022-05-30,Monday,1859,IndiGo,6E,IGO,Kolkata,CCU,VECC,International,30 May 16:35,30 May 10:35,30 May 16:45,10,0,
2022-05-30,Monday,1932,IndiGo,6E,IGO,Hyderabad,HYD,VOHS,International,30 May 16:45,30 May 10:45,30 May 16:58,13,0,
2022-05-30,Monday,5590,flydubai,FZ,FDB,Dubai,DWC,OMDW,International,30 May 17:05,30 May 11:05,30 May 17:31,26,1,
2022-05-30,Monday,8635,Qatar Airways,QR,QTR,Doha,DOH,OTHH,International,30 May 17:15,30 May 11:15,30 May 17:15,0,0,
2022-05-30,Monday,519,Air Arabia,G9,ABY,Sharjah,SHJ,OMSJ,International,30 May 17:20,30 May 11:20,30 May 18:47,87,1,
2022-05-30,Monday,467,Biman Bangladesh Airlines,BG,BBC,Jessore,JSR,VGJR,Domestic,30 May 17:45,30 May 11:45,30 May 18:30,45,1,
2022-05-30,Monday,335,Biman Bangladesh Airlines,BG,BBC,Jeddah,JED,OEJN,International,30 May 17:50,30 May 11:50,30 May 18:54,64,1,
2022-05-30,Monday,589,Emirates,EK,UAE,Dubai,DXB,OMDB,International,30 May 17:50,30 May 11:50,30 May 18:03,13,0,
2022-05-30,Monday,337,Biman Bangladesh Airlines,BG,BBC,Medina,MED,OEMA,International,30 May 18:00,30 May 12:00,30 May 18:43,43,1,
2022-05-30,Monday,245,Etihad Airways,EY,ETD,Abu Dhabi,AUH,OMAA,International,30 May 18:05,30 May 12:05,30 May 18:12,7,0,
2022-05-30,Monday,347,Biman Bangladesh Airlines,BG,BBC,Dubai,DXB,OMDB,International,30 May 18:50,30 May 12:50,30 May 19:55,65,1,
2022-05-30,Monday,495,Biman Bangladesh Airlines,BG,BBC,Saidpur,SPD,VGSD,Domestic,30 May 19:00,30 May 13:00,30 May 19:17,17,0,
2022-05-30,Monday,251,Gulf Air,GF,GFA,Bahrain,BAH,OBBI,International,30 May 19:05,30 May 13:05,30 May 19:18,13,0,
2022-05-30,Monday,386,Biman Bangladesh Airlines,BG,BBC,Kuala Lumpur,KUL,WMKK,International,30 May 19:15,30 May 13:15,30 May 20:23,68,1,
2022-05-30,Monday,587,Emirates,EK,UAE,Dubai,DXB,OMDB,International,30 May 19:30,30 May 13:30,30 May 19:58,28,1,
2022-05-30,Monday,333,US-Bangla Airlines,BS,UBG,Doha,DOH,OTHH,International,30 May 19:30,30 May 13:30,30 May 20:08,38,1,
2022-05-30,Monday,127,Biman Bangladesh Airlines,BG,BBC,Chittagong,CGP,VGEG,Domestic,30 May 20:05,30 May 14:05,30 May 21:14,69,1,
2022-05-30,Monday,635,Qatar Airways,QR,QTR,Doha,DOH,OTHH,International,30 May 20:15,30 May 14:15,30 May 20:48,33,1,
2022-05-30,Monday,151,Biman Bangladesh Airlines,BG,BBC,Chittagong,CGP,VGEG,Domestic,30 May 20:30,30 May 14:30,30 May 21:14,44,1,
2022-05-30,Monday,605,Biman Bangladesh Airlines,BG,BBC,Sylhet,ZYL,VGSY,Domestic,30 May 20:45,30 May 14:45,30 May 21:09,24,1,
2022-05-30,Monday,345,US-Bangla Airlines,BS,UBG,Sharjah,SHJ,OMSJ,International,30 May 21:00,30 May 15:00,30 May 21:28,28,1,
2022-05-30,Monday,702,Jin Air,LJ,JNA,Seoul,ICN,RKSI,International,30 May 21:15,30 May 15:15,30 May 21:54,39,1,
2022-05-30,Monday,511,Air Arabia,G9,ABY,Sharjah,SHJ,OMSJ,International,30 May 21:20,30 May 15:20,30 May 21:20,0,0,
2022-05-30,Monday,805,Saudi Arabian Airlines,SV,SVA,Riyadh,RUH,OERK,International,30 May 21:25,30 May 15:25,30 May 21:33,8,0,
2022-05-30,Monday,321,Biman Bangladesh Airlines,BG,BBC,Muscat,MCT,OOMS,International,30 May 21:45,30 May 15:45,30 May 22:22,37,1,
2022-05-30,Monday,5588,flydubai,FZ,FDB,Dubai,DWC,OMDW,International,30 May 21:50,30 May 15:50,30 May 22:50,60,1,
2022-05-30,Monday,321,US-Bangla Airlines,BS,UBG,Muscat,MCT,OOMS,International,30 May 21:55,30 May 15:55,30 May 22:09,14,0,
2022-05-30,Monday,713,Turkish Airlines,TK,THY,Istanbul,IST,LTFM,International,30 May 22:00,30 May 16:00,30 May 22:37,37,1,
2022-05-30,Monday,325,Biman Bangladesh Airlines,BG,BBC,Doha,DOH,OTHH,International,30 May 22:05,30 May 16:05,30 May 22:34,29,1,
2022-05-30,Monday,585,Emirates,EK,UAE,Dubai,DXB,OMDB,International,30 May 22:40,30 May 16:40,30 May 23:19,39,1,
2022-05-30,Monday,447,Singapore Airlines,SQ,SIA,Singapore,SIN,WSSS,International,30 May 22:40,30 May 16:40,30 May 22:56,16,0,
2022-05-30,Monday,70,AirAsia,AK,AXM,Kuala Lumpur,KUL,WMKK,International,30 May 22:55,30 May 16:55,30 May 23:02,7,0,
2022-05-30,Monday,723,Turkish Airlines,TK,THY,Istanbul,IST,LTFM,International,30 May 23:00,30 May 17:00,31 May 0:02,62,1,
2022-05-30,Monday,639,Qatar Airways,QR,QTR,Doha,DOH,OTHH,International,30 May 23:05,30 May 17:05,30 May 23:55,50,1,
2022-05-30,Monday,803,Saudi Arabian Airlines,SV,SVA,Jeddah,JED,OEJN,International,30 May 23:10,30 May 17:10,30 May 23:22,12,0,
2022-05-31,Tuesday,161,Malindo Air,OD,MXD,Kuala Lumpur,KUL,WMKK,International,31 May 1:10,30 May 19:10,31 May 0:48,0,0,
2022-05-31,Tuesday,611,Biman Bangladesh Airlines,BG,BBC,Chittagong,CGP,VGEG,Domestic,31 May 8:00,31 May 2:00,31 May 8:07,7,0,
2022-05-31,Tuesday,461,Biman Bangladesh Airlines,BG,BBC,Jessore,JSR,VGJR,Domestic,31 May 8:15,31 May 2:15,31 May 12:19,244,1,
2022-05-31,Tuesday,584,Biman Bangladesh Airlines,BG,BBC,Singapore,SIN,WSSS,International,31 May 8:30,31 May 2:30,31 May 8:42,12,0,
2022-05-31,Tuesday,307,US-Bangla Airlines,BS,UBG,Singapore,SIN,WSSS,International,31 May 8:45,31 May 2:45,31 May 9:02,17,0,
2022-05-31,Tuesday,249,Gulf Air,GF,GFA,Bahrain,BAH,OBBI,International,31 May 9:15,31 May 3:15,31 May 9:29,14,0,
2022-05-31,Tuesday,979,Saudi Arabian Airlines,SV,SVA,Riyadh,RUH,OERK,International,31 May 9:20,31 May 3:20,31 May 9:13,0,0,
2022-05-31,Tuesday,517,Air Arabia,G9,ABY,Sharjah,SHJ,OMSJ,International,31 May 9:25,31 May 3:25,31 May 9:56,31,1,
2022-05-31,Tuesday,515,Air Arabia,G9,ABY,Sharjah,SHJ,OMSJ,International,31 May 9:55,31 May 3:55,31 May 11:03,68,1,
2022-05-31,Tuesday,398,SalamAir,OV,OMS,Muscat,MCT,OOMS,International,31 May 10:00,31 May 4:00,31 May 10:45,45,1,
2022-05-31,Tuesday,201,US-Bangla Airlines,BS,UBG,Kolkata,CCU,VECC,International,31 May 10:00,31 May 4:00,31 May 10:20,20,0,
2022-05-31,Tuesday,532,Jazeera Airways,J9,JZR,Kuwait City,KWI,OKBK,International,31 May 10:00,31 May 4:00,31 May 10:45,45,1,
2022-05-31,Tuesday,583,Emirates,EK,UAE,Dubai,DXB,OMDB,International,31 May 10:15,31 May 4:15,31 May 11:00,45,1,
2022-05-31,Tuesday,391,Biman Bangladesh Airlines,BG,BBC,Kolkata,CCU,VECC,International,31 May 10:15,31 May 4:15,31 May 10:56,41,1,
2022-05-31,Tuesday,807,Saudi Arabian Airlines,SV,SVA,Riyadh,RUH,OERK,International,31 May 10:15,31 May 4:15,31 May 10:18,3,0,
2022-05-31,Tuesday,286,Kuwait Airways,KU,KAC,Kuwait City,KWI,OKBK,International,31 May 10:15,31 May 4:15,31 May 10:40,25,1,
2022-05-31,Tuesday,641,Qatar Airways,QR,QTR,Doha,DOH,OTHH,International,31 May 10:25,31 May 4:25,31 May 11:11,46,1,
2022-05-31,Tuesday,205,US-Bangla Airlines,BS,UBG,Chennai,MAA,VOMM,International,31 May 10:30,31 May 4:30,31 May 11:37,67,1,
2022-05-31,Tuesday,182,Vistara,UK,VTI,Delhi,DEL,VIDP,International,31 May 10:30,31 May 4:30,31 May 10:54,24,1,
2022-05-31,Tuesday,207,Biman Bangladesh Airlines,BG,BBC,Sylhet,ZYL,VGSY,Domestic,31 May 11:00,31 May 5:00,31 May 11:50,50,1,
2022-05-31,Tuesday,471,Biman Bangladesh Airlines,BG,BBC,Barisal,BZL,VGBR,Domestic,31 May 11:00,31 May 5:00,31 May 12:36,96,1,
2022-05-31,Tuesday,601,Biman Bangladesh Airlines,BG,BBC,Sylhet,ZYL,VGSY,Domestic,31 May 11:30,31 May 5:30,31 May 12:01,31,1,
2022-05-31,Tuesday,337,US-Bangla Airlines,BS,UBG,Male,MLE,VRMM,International,31 May 11:50,31 May 5:50,31 May 11:59,9,0,
2022-05-31,Tuesday,8187,Qatar Airways,QR,QTR,Zaragoza,ZAZ,LEZG,International,31 May 11:55,31 May 5:55,31 May 12:53,58,1,
2022-05-31,Tuesday,103,Malaysia Airlines,MH,MAS,Kuala Lumpur,KUL,WMKK,International,31 May 12:15,31 May 6:15,31 May 12:52,37,1,
2022-05-31,Tuesday,809,Saudi Arabian Airlines,SV,SVA,Jeddah,JED,OEJN,International,31 May 12:35,31 May 6:35,31 May 12:33,0,0,
2022-05-31,Tuesday,190,SriLankan Airlines,UL,ALK,Colombo,CMB,VCBI,International,31 May 12:55,31 May 6:55,31 May 13:06,11,0,
2022-05-31,Tuesday,449,Singapore Airlines,SQ,SIA,Singapore,SIN,WSSS,International,31 May 13:20,31 May 7:20,31 May 13:49,29,1,
2022-05-31,Tuesday,322,Thai Airways International,TG,THA,Bangkok,BKK,VTBS,International,31 May 13:35,31 May 7:35,31 May 14:11,36,1,
2022-05-31,Tuesday,77,SpiceJet,SG,SEJ,Kolkata,CCU,VECC,International,31 May 13:35,31 May 7:35,31 May 13:36,1,0,
2022-05-31,Tuesday,693,Biman Bangladesh Airlines,BG,BBC,Saidpur,SPD,VGSD,Domestic,31 May 14:00,31 May 8:00,31 May 15:24,84,1,
2022-05-31,Tuesday,64,SpiceJet,SG,SEJ,Mumbai,BOM,VABB,International,31 May 14:20,31 May 8:20,31 May 15:31,71,1,
2022-05-31,Tuesday,503,Maldivian,Q2,DQA,Male,MLE,VRMM,International,31 May 14:40,31 May 8:40,31 May 14:51,11,0,
2022-05-31,Tuesday,349,Biman Bangladesh Airlines,BG,BBC,Dammam,DMM,OEDF,International,31 May 14:50,31 May 8:50,31 May 15:43,53,1,
2022-05-31,Tuesday,435,Biman Bangladesh Airlines,BG,BBC,Cox's Bazar,CXB,VGCB,Domestic,31 May 15:00,31 May 9:00,31 May 15:52,52,1,
2022-05-31,Tuesday,615,Biman Bangladesh Airlines,BG,BBC,Chittagong,CGP,VGEG,Domestic,31 May 15:15,31 May 9:15,31 May 16:07,52,1,
2022-05-31,Tuesday,603,Biman Bangladesh Airlines,BG,BBC,Sylhet,ZYL,VGSY,Domestic,31 May 15:30,31 May 9:30,31 May 16:01,31,1,
2022-05-31,Tuesday,1859,IndiGo,6E,IGO,Kolkata,CCU,VECC,International,31 May 16:35,31 May 10:35,31 May 16:57,22,1,
2022-05-31,Tuesday,1865,IndiGo,6E,IGO,Delhi,DEL,VIDP,International,31 May 16:45,31 May 10:45,31 May 16:59,14,0,
2022-05-31,Tuesday,5590,flydubai,FZ,FDB,Dubai,DWC,OMDW,International,31 May 17:05,31 May 11:05,31 May 17:40,35,1,
2022-05-31,Tuesday,519,Air Arabia,G9,ABY,Sharjah,SHJ,OMSJ,International,31 May 17:20,31 May 11:20,31 May 18:42,82,1,
2022-05-31,Tuesday,467,Biman Bangladesh Airlines,BG,BBC,Jessore,JSR,VGJR,Domestic,31 May 17:45,31 May 11:45,31 May 18:10,25,1,
2022-05-31,Tuesday,3246,Cathay Pacific,CX,CPA,Hong Kong,HKG,VHHH,International,31 May 17:45,31 May 11:45,31 May 17:30,0,0,
2022-05-31,Tuesday,335,Biman Bangladesh Airlines,BG,BBC,Jeddah,JED,OEJN,International,31 May 17:50,31 May 11:50,31 May 18:45,55,1,
2022-05-31,Tuesday,333,US-Bangla Airlines,BS,UBG,Chittagong,CGP,VGEG,Domestic,31 May 17:55,31 May 11:55,31 May 18:21,26,1,
2022-05-31,Tuesday,245,Etihad Airways,EY,ETD,Abu Dhabi,AUH,OMAA,International,31 May 18:05,31 May 12:05,31 May 18:29,24,1,
2022-05-31,Tuesday,3L64,Air Arabia,G9,ABY,Abu Dhabi,AUH,OMAA,International,31 May 18:40,31 May 12:40,31 May 19:45,65,1,
2022-05-31,Tuesday,495,Biman Bangladesh Airlines,BG,BBC,Saidpur,SPD,VGSD,Domestic,31 May 19:00,31 May 13:00,31 May 19:17,17,0,
